ykiho_raw,name,address_road,phone,lat,lng,sido_code,sido_name,sigungu_code,sigungu_name
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNzEjJDEjJDgjJDgz,석계이화약국,"서울특별시 노원구 화랑로 337, 106호, 107호 (월계동, 인현빌딩)",941-3838,37.6152426,127.0651817,110000,서울특별시,110022,노원구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQxIyQ1IyQ2MiQzNjEwMDIjNTEjJDEjJDIjJDgz,동산약국,"서울특별시 노원구 동일로 1280, 1층 109호,110호 (중계동, 무지개아파트단지내상가)",948-9476,37.6434962,127.0657409,110000,서울특별시,110022,노원구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQxIyQ1IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,행복약국,"서울특별시 동작구 등용로 115, 101호 (대방동, 엘리시아빌딩)",02-822-9095,37.5114623,126.9317563,110000,서울특별시,110008,동작구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQyIyQ1IyQwMCQyNjE4MzIjODEjJDEjJDYjJDgz,삼성정문약국,"서울특별시 강남구 일원로 95, 109호 (일원동, 신영프라자)",3412-4416,37.485765,127.0834812,110000,서울특별시,110001,강남구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzUxIyQxIyQxIyQ3OSQyNjEwMDIjODEjJDEjJDIjJDgz,부자약국,"서울특별시 서대문구 홍은중앙로 91, 1층 (홍은동)",02-793-7715,37.5992239,126.9475551,110000,서울특별시,110010,서대문구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzUxIyQxIyQ1IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,신사자은약국,"서울특별시 서초구 나루터로 80, 103호 (잠원동)",02-514-5380,37.515508,127.0184825,110000,서울특별시,110021,서초구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQxIyQxIyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz,면목이화온누리약국,"서울특별시 중랑구 겸재로 201, 1층 (면목동, 봄작시티 201)",02-434-3155,37.5891469,127.090038,110000,서울특별시,110019,중랑구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxOTYxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjODEjJDEjJDIjJDgz,강서바른약국,"서울특별시 강서구 강서로54길 29, (등촌동)",02-3665-7921,37.5591336,126.8403124,110000,서울특별시,110003,강서구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQxIyQ1IyQ2MiQyNjE4MzIjNjEjJDEjJDgjJDgz,한시까지약국,"서울특별시 영등포구 영등포로 250-1, (영등포동3가)",02-2632-7700,37.5188312,126.9091128,110000,서울특별시,110013,영등포구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQyIyQ1IyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,암사조은온누리약국,"서울특별시 강동구 고덕로 133, 상가동 511호 (암사동, 강동롯데캐슬퍼스트아파트)",426-3666,37.5552527,127.1403474,110000,서울특별시,110002,강동구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,홍은약국,"서울특별시 서대문구 가좌로 65, 1층 102호 (홍은동, 서강주상복합아파트)",02-309-2817,37.5790712,126.9290147,110000,서울특별시,110010,서대문구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxOTYxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNTEjJDEjJDYjJDgz,우리약국,"서울특별시 서대문구 성산로 365-18, 서울빌딩 1층 (연희동)",,37.5648057,126.9299039,110000,서울특별시,110010,서대문구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzExIyQxIyQ3IyQ4OSQzNjE4MzIjNDEjJDEjJDQjJDgz,스카이약국,"서울특별시 서초구 방배로 199, 1층 C호 (방배동)",02-532-7225,37.4911126,126.9911577,110000,서울특별시,110021,서초구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQxIyQ1IyQ2MiQzNjE4MzIjODEjJDEjJDYjJDgz,프라자약국,"서울특별시 관악구 봉천로 391, 115호 (봉천동, 두산아파트에이상가)",02-3285-7294,37.4834822,126.9432631,110000,서울특별시,110004,관악구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjE0ODEjNTEjJDEjJDIjJDgz,타워약국,"서울특별시 서초구 서초대로77길 3, 1층 110호 (서초동)",02-533-0886,37.4980499,127.0264971,110000,서울특별시,110021,서초구
JDQ4MTg4MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzQxIyQxIyQ3IyQwMyQzNjEyMjIjNTEjJDEjJDYjJDgz,한빛약국,"서울특별시 중랑구 겸재로 225, 1층 (면목동)",02-2207-3588,37.5896915,127.092583,110000,서울특별시,110019,중랑구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,프라임365약국,"서울특별시 강남구 자곡로 172, 1층 122호 (자곡동)",02-3434-2277,37.4731508,127.1024672,110000,서울특별시,110001,강남구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE0ODEjNDEjJDEjJDQjJDgz,상일약국,"서울특별시 강동구 고덕로 380, 고덕아르테온(근린생활시설-2) 2동 1층 105-1호 (상일동)",02-481-9799,37.5564806,127.1681333,110000,서울특별시,110002,강동구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQxIyQ1IyQ3MiQzNjEwMDIjNDEjJDEjJDQjJDgz,오늘약국,"서울특별시 서초구 강남대로95길 38, 1층 (잠원동)",070-8287-1493,37.513494,127.0179207,110000,서울특별시,110021,서초구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQxIyQ1IyQ4MiQyNjEwMDIjNjEjJDEjJDAjJDgz,화인약국,"서울특별시 송파구 중대로 80, (문정동, 롯데마트 3층)",02-449-0895,37.491762,127.1178428,110000,서울특별시,110018,송파구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzMxIyQxIyQ3IyQ4OSQyNjEwMDIjNjEjJDEjJDAjJDgz,열린약국,"서울특별시 관악구 양녕로 50, 1층 (봉천동)",02-872-0910,37.4864635,126.9472206,110000,서울특별시,110004,관악구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,샘보건약국,"서울특별시 동작구 상도로 207, 1층 B205호 (상도동, 상도효성해링턴플레이스)",02-3280-8030,37.505915,126.9421277,110000,서울특별시,110008,동작구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQxIyQ1IyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,리본약국,"서울특별시 강남구 도산대로 138, (논현동)",02-543-9005,37.5174754,127.0238282,110000,서울특별시,110001,강남구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzIxIyQxIyQxIyQ5MiQzNjEyMjIjNTEjJDEjJDYjJDgz,가락약국,"서울특별시 송파구 송파대로 286, 신흥빌딩 1층 (가락동)",02-449-8421,37.4949179,127.1171884,110000,서울특별시,110018,송파구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQxIyQ1IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,가산소중한약국,"서울특별시 금천구 디지털로9길 68, 대륭포스트타워 5차 1층 106호 (가산동)",02-3281-8005,37.4810217,126.8863307,110000,서울특별시,110025,금천구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxOTYxIzExIyQxIyQzIyQ4MiQyNjE0ODEjNDEjJDEjJDQjJDgz,모아약국,"서울특별시 구로구 오리로 1165, 상가동 B213호 (오류동)",0507-1355-8498,37.4876453,126.8373932,110000,서울특별시,110005,구로구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzMxIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDQjJDgz,해든약국,"서울특별시 강동구 양재대로 1499, 에이동 1층 102호 (길동)",02-470-9088,37.5396139,127.1402476,110000,서울특별시,110002,강동구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQxIyQ1IyQ5MiQyNjE4MzIjODEjJDEjJDIjJDgz,우리들약국,"서울특별시 은평구 연서로 35, 1층 (역촌동)",02-356-1530,37.6022741,126.915578,110000,서울특별시,110015,은평구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDAjJDgz,이수다온약국,"서울특별시 서초구 서초대로 13, 1동 1층 101호 (방배동)",02-6949-5158,37.4859043,126.9838247,110000,서울특별시,110021,서초구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxOTYxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNjEjJDEjJDAjJDgz,노원365약국,"서울특별시 노원구 노해로 494, 1층 109호 (상계동)",02-3392-5406,37.6545423,127.0630491,110000,서울특별시,110022,노원구
JDQ4MTg4MSM1MSMkMSMkOCMkMDMkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,365그랜드약국,"서울특별시 금천구 시흥대로62길 29, 1층 (시흥동)",02-896-1223,37.4558772,126.9017344,110000,서울특별시,110025,금천구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxOTYxIzIxIyQxIyQxIyQ3OSQzNjEwMDIjNDEjJDEjJDQjJDgz,월계약국,"서울특별시 노원구 월계로45길 28, 1층 2-3호 (월계동, 월계아파트형 공장내)",905-2340,37.6268565,127.0509977,110000,서울특별시,110022,노원구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxOTYxIzExIyQxIyQzIyQ4MiQyNjEwMDIjODEjJDEjJDIjJDgz,참사랑약국,"서울특별시 은평구 응암로 323, (응암동)",02-356-7676,37.6002002,126.9218733,110000,서울특별시,110015,은평구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE4MzIjODEjJDEjJDYjJDgz,휴베이스교대365약국,"서울특별시 서초구 서초중앙로24길 10, 316 TOWER 1층 (서초동)",02-599-8683,37.4944403,127.0148588,110000,서울특별시,110021,서초구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQxIyQ1IyQ3MiQyNjE0ODEjODEjJDEjJDYjJDgz,모두온누리약국,"서울특별시 관악구 남부순환로 1869, 1층 (봉천동)",875-5955,37.4798463,126.9575783,110000,서울특별시,110004,관악구
JDQ4MTg4MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzQxIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDAjJDgz,행복온누리약국,"서울특별시 강남구 개포로 231, 1층 일부호 (개포동, 반석빌딩)",574-8376,37.4790142,127.0479597,110000,서울특별시,110001,강남구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjEyMjIjODEjJDEjJDYjJDgz,새싹약국,"서울특별시 성북구 동소문로7길 4, 1층 (동소문동4가)",02-2202-4484,37.5901507,127.0091961,110000,서울특별시,110012,성북구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjEyMjIjNjEjJDEjJDgjJDgz,현약국,"서울특별시 금천구 가산디지털1로 149, 1층 103호 (가산동, 신한이노플렉스)",02-830-4040,37.4787416,126.8818627,110000,서울특별시,110025,금천구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,신논현약국,"서울특별시 강남구 봉은사로 109, 싼타홍메디컬타워 지하1층 (논현동)",02-545-3580,37.5051166,127.0255842,110000,서울특별시,110001,강남구
JDQ4MTg4MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz,다나약국,"서울특별시 광진구 아차산로 456, 1층 101호 일부호 (구의동)",02-455-0793,37.5391143,127.093047,110000,서울특별시,110023,광진구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxOTYxIzIxIyQxIyQxIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz,설파약국,"서울특별시 동대문구 전농로 134, (전농동)",02-2245-4501,37.576847,127.0580145,110000,서울특별시,110007,동대문구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxOTYxIzMxIyQxIyQ3IyQxMyQzNjEyMjIjNzEjJDEjJDgjJDgz,참소망약국,"서울특별시 송파구 양재대로 1222, 올림픽프라자 3층 15호 (방이동)",02-408-3393,37.5157277,127.1310632,110000,서울특별시,110018,송파구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxOTYxIzUxIyQxIyQxIyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,이화정문약국,"서울특별시 강서구 마곡중앙4로 74, 104~105호 (마곡동)",2662-4863,37.5578848,126.8349216,110000,서울특별시,110003,강서구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMTkxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,새그린약국,"서울특별시 송파구 토성로 58, (풍납동)",02-473-6688,37.5290315,127.1160973,110000,서울특별시,110018,송파구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQxIyQ1IyQwMyQyNjEwMDIjODEjJDEjJDYjJDgz,다정약국,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 1층 (반포동)",02-543-8006,37.5090965,127.0218693,110000,서울특별시,110021,서초구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzIxIyQxIyQxIyQ3MiQzNjEyMjIjNTEjJDEjJDYjJDgz,종로5가미래약국,"서울특별시 종로구 종로 211-1, 소암빌딩 1층 (종로5가)",02-766-5466,37.5712127,127.0012655,110000,서울특별시,110016,종로구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQxIyQ1IyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz,최선약국,"서울특별시 동대문구 전농로 36, (답십리동)",02-3394-5170,37.5680203,127.0574429,110000,서울특별시,110007,동대문구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxOTYxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDgjJDgz,참조은약국,"서울특별시 동작구 보라매로 105, 101호 (신대방동)",02-3280-0702,37.4986636,126.927774,110000,서울특별시,110008,동작구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzMxIyQxIyQ3IyQxMyQzNjEwMDIjNjEjJDEjJDQjJDgz,큰약국,"서울특별시 용산구 장문로 96, 1층 (보광동)",02-794-7328,37.525995,127.0001298,110000,서울특별시,110014,용산구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxOTYxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,강남조은약국,"서울특별시 강남구 남부순환로361길 6, 105호 (도곡동)",571-9515,37.4855992,127.0375846,110000,서울특별시,110001,강남구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxOTYxIzIxIyQxIyQ1IyQ4MiQzNjE4MzIjNjEjJDEjJDgjJDgz,참새약국,"서울특별시 강동구 천호대로 1089, 복합시설동 지1층 B20호 (천호동, 강동 헤르셔)",02-2681-1141,37.5365922,127.1334296,110000,서울특별시,110002,강동구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxOTYxIzIxIyQxIyQ1IyQ4MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,광화문이층약국,"서울특별시 종로구 새문안로 89, 정우빌딩 201호 (신문로1가)",02-738-7838,37.5704736,126.9745322,110000,서울특별시,110016,종로구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMTkxIzExIyQxIyQ3IyQ5MiQyNjEwMDIjNjEjJDEjJDQjJDgz,베어약국,"서울특별시 강남구 봉은사로114길 12, 지하 1층 (삼성동)",02-550-8189,37.5144324,127.0654871,110000,서울특별시,110001,강남구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxOTYxIzExIyQxIyQ3IyQ5OSQyNjE4MzIjODEjJDEjJDIjJDgz,다나약국,"서울특별시 송파구 오금로31길 3, 1층 103호 (방이동)",02-414-9221,37.5064793,127.1211686,110000,서울특별시,110018,송파구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzUxIyQxIyQxIyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,제이약국,"서울특별시 서초구 서초대로 323, 1층 6호 (서초동)",02-594-1118,37.4948927,127.0168286,110000,서울특별시,110021,서초구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz,상수오아시스약국,"서울특별시 마포구 독막로 63, 1층 (상수동)",070-8845-7431,37.5479912,126.9205421,110000,서울특별시,110009,마포구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzQxIyQxIyQ3IyQ2MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,서초무지개약국,"서울특별시 서초구 효령로 403, 4층 410호 (서초동)",0504-262-6507,37.4889159,127.0277491,110000,서울특별시,110021,서초구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,행복한정약국,"서울특별시 동대문구 이문로 188, 1층 (이문동)",02-969-7700,37.6033743,127.062244,110000,서울특별시,110007,동대문구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,라온온누리약국,"서울특별시 양천구 신월로 179, 1층 (신월동)",02-6956-0980,37.5191674,126.8429915,110000,서울특별시,110020,양천구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzQxIyQyIyQ3IyQwMCQzNjE4MzIjODEjJDEjJDYjJDgz,라임약국,"서울특별시 용산구 백범로90길 38, 102호 (문배동, 프라임펠리스)",02-702-5632,37.5366886,126.9695541,110000,서울특별시,110014,용산구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzUxIyQxIyQ1IyQ4MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,양천그린약국,"서울특별시 양천구 신월로 338, 101호 (신정동)",02-0000-0000,37.5215371,126.858544,110000,서울특별시,110020,양천구
JDQ4MTg4MSM1MSMkMSMkMCMkMDMkNDgxOTYxIzUxIyQxIyQxIyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,새생명약국,"서울특별시 서초구 잠원로4길 50, 1층 1-102호 (잠원동)",02-533-7168,37.5127408,127.0117711,110000,서울특별시,110021,서초구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMTkxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,사랑약국,"서울특별시 금천구 시흥대로 189, 1층 103호 (시흥동)",02-743-2800,37.4506922,126.9014452,110000,서울특별시,110025,금천구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMTkxIzIxIyQxIyQxIyQwMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,1층엔약국,"서울특별시 강남구 강남대로 624, ICT TOWER 1층 일부호 (신사동)",02-518-3014,37.5174876,127.0195523,110000,서울특별시,110001,강남구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzMxIyQxIyQ3IyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,풍경약국,"서울특별시 금천구 시흥대로 426, 영진빌딩 1층 (독산동)",02-869-6888,37.4715773,126.898787,110000,서울특별시,110025,금천구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxMTkxIzIxIyQxIyQ1IyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,서울약국,"서울특별시 서대문구 통일로 464, 3층 (홍제동)",02-379-7147,37.589967,126.9432367,110000,서울특별시,110010,서대문구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,녹원약국,"서울특별시 송파구 백제고분로50길 26, 1층 (방이동)",02-423-0203,37.513444,127.1174244,110000,서울특별시,110018,송파구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxMTkxIzMxIyQxIyQzIyQ4OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,무지개약국,"서울특별시 광진구 뚝섬로 498-1, A,B동 1층 (자양동)",462-8604,37.5359179,127.0655694,110000,서울특별시,110023,광진구
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxMTkxIzMxIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDAjJDgz,태평양약국,"서울특별시 은평구 통일로 863, (갈현동)",02-383-1178,37.6200404,126.9200222,110000,서울특별시,110015,은평구
